,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
1372,1372,Bewitched,34.0,PG-13,102 min,24 Jun 2005,2005,"Comedy, Fantasy, Romance","$62,252,415",4.8,"65,781",Internet Movie Database,4.8/10,Rotten Tomatoes,24%,Metacritic,34/100
1374,1374,Boogeyman,32.0,PG-13,89 min,04 Feb 2005,2005,"Drama, Horror, Mystery, Thriller","$46,363,118",4.2,"28,703",Internet Movie Database,4.2/10,Rotten Tomatoes,13%,Metacritic,32/100
1375,1375,Boynton Beach Club,61.0,R,105 min,25 Aug 2006,2005,"Comedy, Romance","$3,007,009",6.5,841,Internet Movie Database,6.5/10,Rotten Tomatoes,60%,Metacritic,61/100
1376,1376,Brick,72.0,R,110 min,14 Apr 2006,2005,"Action, Crime, Drama, Mystery, Thriller","$1,973,180",7.3,"95,510",Internet Movie Database,7.3/10,Rotten Tomatoes,79%,Metacritic,72/100
1377,1377,Brokeback Mountain,87.0,R,134 min,13 Jan 2006,2005,"Drama, Romance","$82,970,165",7.7,"302,627",Internet Movie Database,7.7/10,Rotten Tomatoes,87%,Metacritic,87/100
1378,1378,Broken Flowers,79.0,R,106 min,26 Aug 2005,2005,"Comedy, Drama, Mystery, Romance","$13,578,173",7.2,"93,108",Internet Movie Database,7.2/10,Rotten Tomatoes,87%,Metacritic,79/100
1380,1380,Capote,88.0,R,114 min,03 Feb 2006,2005,"Biography, Crime, Drama, History","$28,337,516",7.3,"118,201",Internet Movie Database,7.3/10,Rotten Tomatoes,90%,Metacritic,88/100
1381,1381,Casanova,57.0,R,112 min,06 Jan 2006,2005,"Adventure, Comedy, Drama, Romance","$11,193,738",6.5,"49,777",Internet Movie Database,6.5/10,Rotten Tomatoes,44%,Metacritic,57/100
1382,1382,The Cave,30.0,PG-13,97 min,26 Aug 2005,2005,"Action, Adventure, Horror, Sci-Fi, Thriller","$14,888,028",5.1,"33,411",Internet Movie Database,5.1/10,Rotten Tomatoes,12%,Metacritic,30/100
1383,1383,Charlie and the Chocolate Factory,72.0,PG,115 min,15 Jul 2005,2005,"Adventure, Comedy, Family, Fantasy, Musical","$206,100,000",6.6,"393,968",Internet Movie Database,6.6/10,Rotten Tomatoes,83%,Metacritic,72/100
1384,1384,Cheaper by the Dozen 2,34.0,PG,94 min,21 Dec 2005,2005,"Adventure, Comedy, Family","$82,468,131",5.5,"51,059",Internet Movie Database,5.5/10,Rotten Tomatoes,6%,Metacritic,34/100
1385,1385,Chicken Little,48.0,G,81 min,04 Nov 2005,2005,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","$135,289,768",5.7,"79,653",Internet Movie Database,5.7/10,Rotten Tomatoes,37%,Metacritic,48/100
1386,1386,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",75.0,PG,143 min,09 Dec 2005,2005,"Adventure, Family, Fantasy","$291,685,219",6.9,"343,542",Internet Movie Database,6.9/10,Rotten Tomatoes,76%,Metacritic,75/100
1388,1388,Cinderella Man,69.0,PG-13,144 min,03 Jun 2005,2005,"Biography, Drama, Sport","$61,600,000",8.0,"167,598",Internet Movie Database,8.0/10,Rotten Tomatoes,80%,Metacritic,69/100
1389,1389,Coach Carter,57.0,PG-13,136 min,14 Jan 2005,2005,"Biography, Drama, Sport","$67,169,549",7.3,"113,742",Internet Movie Database,7.3/10,Rotten Tomatoes,64%,Metacritic,57/100
1390,1390,Constantine,50.0,R,121 min,18 Feb 2005,2005,"Action, Fantasy, Horror, Mystery","$75,400,000",7.0,"283,102",Internet Movie Database,7.0/10,Rotten Tomatoes,46%,Metacritic,50/100
1391,1391,Corpse Bride,83.0,PG,77 min,23 Sep 2005,2005,"Animation, Drama, Family, Fantasy, Musical, Romance","$53,300,000",7.3,"225,803",Internet Movie Database,7.3/10,Rotten Tomatoes,84%,Metacritic,83/100
1394,1394,Cry Wolf,39.0,PG-13,90 min,16 Sep 2005,2005,"Drama, Horror, Mystery, Thriller","$10,003,763",5.8,"25,126",Internet Movie Database,5.8/10,Rotten Tomatoes,24%,Metacritic,39/100
1397,1397,Dark Water,52.0,PG-13,105 min,08 Jul 2005,2005,"Drama, Horror, Mystery","$25,416,400",5.6,"57,321",Internet Movie Database,5.6/10,Rotten Tomatoes,47%,Metacritic,52/100
1399,1399,Derailed,40.0,R,108 min,11 Nov 2005,2005,"Crime, Drama, Thriller","$35,945,749",6.6,"68,495",Internet Movie Database,6.6/10,Rotten Tomatoes,21%,Metacritic,40/100
1401,1401,Deuce Bigalow: European Gigolo,23.0,R,83 min,12 Aug 2005,2005,Comedy,"$22,264,487",4.7,"46,147",Internet Movie Database,4.7/10,Rotten Tomatoes,9%,Metacritic,23/100
1402,1402,The Devil's Rejects,53.0,R,107 min,22 Jul 2005,2005,Horror,"$16,901,126",6.8,"86,901",Internet Movie Database,6.8/10,Rotten Tomatoes,53%,Metacritic,53/100
1403,1403,Diary of a Mad Black Woman,36.0,PG-13,116 min,25 Feb 2005,2005,"Comedy, Drama, Romance","$50,382,128",5.7,"12,988",Internet Movie Database,5.7/10,Rotten Tomatoes,16%,Metacritic,36/100
1407,1407,Don't Come Knocking,55.0,R,122 min,25 Aug 2005,2005,"Drama, Music","$345,961",6.6,"6,956",Internet Movie Database,6.6/10,Rotten Tomatoes,43%,Metacritic,55/100
1408,1408,Doom,34.0,R,105 min,21 Oct 2005,2005,"Action, Adventure, Fantasy, Horror, Sci-Fi, War","$28,031,250",5.2,"100,428",Internet Movie Database,5.2/10,Rotten Tomatoes,19%,Metacritic,34/100
1411,1411,The Dukes of Hazzard,33.0,PG-13,104 min,05 Aug 2005,2005,"Adventure, Comedy","$80,206,743",5.1,"72,750",Internet Movie Database,5.1/10,Rotten Tomatoes,14%,Metacritic,33/100
1412,1412,Duma,82.0,PG,100 min,27 May 2005,2005,"Adventure, Drama, Family","$810,666",7.3,"7,359",Internet Movie Database,7.3/10,Rotten Tomatoes,93%,Metacritic,82/100
1413,1413,The Dying Gaul,62.0,R,92 min,01 Jan 2005,2005,"Drama, Romance","$278,160",6.4,"2,235",Internet Movie Database,6.4/10,Rotten Tomatoes,49%,Metacritic,62/100
1414,1414,Elektra,34.0,PG-13,97 min,14 Jan 2005,2005,"Action, Adventure, Crime, Fantasy","$24,100,000",4.7,"83,058",Internet Movie Database,4.7/10,Rotten Tomatoes,11%,Metacritic,34/100
1415,1415,Elizabethtown,45.0,PG-13,123 min,14 Oct 2005,2005,"Comedy, Drama, Romance","$26,838,389",6.4,"64,386",Internet Movie Database,6.4/10,Rotten Tomatoes,29%,Metacritic,45/100
1417,1417,Everything Is Illuminated,58.0,PG-13,106 min,14 Oct 2005,2005,"Comedy, Drama","$1,644,300",7.4,"55,139",Internet Movie Database,7.4/10,Rotten Tomatoes,66%,Metacritic,58/100
1419,1419,The Family Stone,56.0,PG-13,103 min,16 Dec 2005,2005,"Comedy, Drama, Romance","$59,856,288",6.3,"56,962",Internet Movie Database,6.3/10,Rotten Tomatoes,52%,Metacritic,56/100
1420,1420,Fantastic Four,40.0,PG-13,106 min,08 Jul 2005,2005,"Action, Adventure, Fantasy, Sci-Fi","$154,485,963",5.7,"299,068",Internet Movie Database,5.7/10,Rotten Tomatoes,27%,Metacritic,40/100
1422,1422,Fever Pitch,56.0,PG-13,104 min,08 Apr 2005,2005,"Comedy, Drama, Romance, Sport","$41,966,965",6.2,"40,440",Internet Movie Database,6.2/10,Rotten Tomatoes,65%,Metacritic,56/100
1423,1423,First Descent,51.0,PG-13,110 min,02 Dec 2005,2005,"Documentary, Sport","$739,690",7.2,"1,037",Internet Movie Database,7.2/10,Rotten Tomatoes,52%,Metacritic,51/100
1424,1424,Flightplan,53.0,PG-13,98 min,23 Sep 2005,2005,"Action, Drama, Mystery, Thriller","$89,602,378",6.3,"145,074",Internet Movie Database,6.3/10,Rotten Tomatoes,37%,Metacritic,53/100
1429,1429,Fun with Dick and Jane,47.0,PG-13,90 min,21 Dec 2005,2005,"Comedy, Crime","$110,332,737",6.1,"126,247",Internet Movie Database,6.1/10,Rotten Tomatoes,28%,Metacritic,47/100
1430,1430,The Game of Their Lives,47.0,PG,101 min,22 Apr 2005,2005,"Drama, History, Sport","$369,168",6.1,"2,969",Internet Movie Database,6.1/10,Rotten Tomatoes,26%,Metacritic,47/100
1431,1431,Get Rich or Die Tryin',45.0,R,117 min,09 Nov 2005,2005,"Biography, Crime, Drama, Music","$30,885,034",5.3,"41,795",Internet Movie Database,5.3/10,Rotten Tomatoes,16%,Metacritic,45/100
1434,1434,The Gospel,46.0,PG,105 min,07 Oct 2005,2005,"Drama, Music","$15,778,152",4.4,"1,905",Internet Movie Database,4.4/10,Rotten Tomatoes,32%,Metacritic,46/100
1435,1435,"Good Night, and Good Luck.",80.0,PG,93 min,04 Nov 2005,2005,"Biography, Drama, History","$31,500,000",7.4,"90,911",Internet Movie Database,7.4/10,Rotten Tomatoes,93%,Metacritic,80/100
1436,1436,The Great Raid,48.0,R,132 min,12 Aug 2005,2005,"Action, Drama, War","$10,074,830",6.7,"20,470",Internet Movie Database,6.7/10,Rotten Tomatoes,37%,Metacritic,48/100
1437,1437,The Greatest Game Ever Played,55.0,PG,120 min,30 Sep 2005,2005,"Biography, Drama, History, Sport","$15,283,642",7.4,"26,113",Internet Movie Database,7.4/10,Rotten Tomatoes,63%,Metacritic,55/100
1438,1438,Green Street Hooligans,55.0,R,109 min,09 Sep 2005,2005,"Crime, Drama, Sport, War","$122,300",7.5,"134,305",Internet Movie Database,7.5/10,Rotten Tomatoes,47%,Metacritic,55/100
1439,1439,Grizzly Man,87.0,R,103 min,02 Sep 2005,2005,"Documentary, Biography","$2,899,138",7.8,"48,768",Internet Movie Database,7.8/10,Rotten Tomatoes,92%,Metacritic,87/100
1440,1440,Guess Who,49.0,PG-13,105 min,25 Mar 2005,2005,"Comedy, Romance","$67,962,333",5.9,"38,373",Internet Movie Database,5.9/10,Rotten Tomatoes,42%,Metacritic,49/100
1442,1442,Harry Potter and the Goblet of Fire,81.0,PG-13,157 min,18 Nov 2005,2005,"Adventure, Family, Fantasy, Mystery","$289,994,397",7.7,"496,062",Internet Movie Database,7.7/10,Rotten Tomatoes,88%,Metacritic,81/100
1444,1444,Herbie Fully Loaded,47.0,G,101 min,22 Jun 2005,2005,"Adventure, Comedy, Family, Fantasy, Romance, Sport","$65,942,664",4.8,"42,626",Internet Movie Database,4.8/10,Rotten Tomatoes,41%,Metacritic,47/100
1445,1445,Hide and Seek,35.0,R,101 min,28 Jan 2005,2005,"Drama, Horror, Mystery, Thriller","$51,100,000",5.9,"78,382",Internet Movie Database,5.9/10,Rotten Tomatoes,13%,Metacritic,35/100
1446,1446,A History of Violence,81.0,R,96 min,30 Sep 2005,2005,"Crime, Drama, Thriller","$31,500,000",7.4,"212,594",Internet Movie Database,7.4/10,Rotten Tomatoes,87%,Metacritic,81/100
1447,1447,Hitch,58.0,PG-13,118 min,11 Feb 2005,2005,"Comedy, Romance","$177,575,142",6.6,"280,272",Internet Movie Database,6.6/10,Rotten Tomatoes,68%,Metacritic,58/100
1448,1448,The Hitchhiker's Guide to the Galaxy,63.0,PG,109 min,29 Apr 2005,2005,"Adventure, Comedy, Sci-Fi","$51,019,112",6.7,"179,048",Internet Movie Database,6.7/10,Rotten Tomatoes,60%,Metacritic,63/100
1449,1449,The Honeymooners,31.0,PG-13,90 min,10 Jun 2005,2005,"Comedy, Drama, Family, Romance","$12,802,068",3.2,"6,800",Internet Movie Database,3.2/10,Rotten Tomatoes,13%,Metacritic,31/100
1450,1450,Hoodwinked!,45.0,PG,80 min,13 Jan 2006,2005,"Animation, Comedy, Crime, Family, Musical, Mystery","$50,802,483",6.5,"53,045",Internet Movie Database,6.5/10,Rotten Tomatoes,47%,Metacritic,45/100
1451,1451,Hostage,44.0,R,113 min,11 Mar 2005,2005,"Action, Crime, Drama, Mystery, Thriller","$34,617,915",6.6,"103,019",Internet Movie Database,6.6/10,Rotten Tomatoes,35%,Metacritic,44/100
1452,1452,Hostel,55.0,R,94 min,06 Jan 2006,2005,Horror,"$47,277,326",5.9,"160,795",Internet Movie Database,5.9/10,Rotten Tomatoes,61%,Metacritic,55/100
1453,1453,House of D,33.0,PG-13,97 min,29 Apr 2005,2004,"Comedy, Drama","$371,081",7.0,"8,525",Internet Movie Database,7.0/10,Rotten Tomatoes,10%,Metacritic,33/100
1454,1454,House of Wax,41.0,R,108 min,06 May 2005,2005,Horror,"$32,000,000",5.3,"109,086",Internet Movie Database,5.3/10,Rotten Tomatoes,26%,Metacritic,41/100
1455,1455,Hustle & Flow,68.0,R,116 min,22 Jul 2005,2005,"Crime, Drama, Music","$22,125,461",7.3,"36,947",Internet Movie Database,7.3/10,Rotten Tomatoes,82%,Metacritic,68/100
1457,1457,Ice Princess,55.0,G,98 min,18 Mar 2005,2005,"Comedy, Drama, Family, Sport","$24,381,334",6.0,"23,233",Internet Movie Database,6.0/10,Rotten Tomatoes,51%,Metacritic,55/100
1458,1458,In Her Shoes,60.0,PG-13,130 min,07 Oct 2005,2005,"Comedy, Drama, Romance","$32,815,761",6.4,"57,045",Internet Movie Database,6.4/10,Rotten Tomatoes,75%,Metacritic,60/100
1459,1459,In the Mix,31.0,PG-13,95 min,23 Nov 2005,2005,"Comedy, Crime, Drama, Music, Romance","$10,105,281",2.8,"7,827",Internet Movie Database,2.8/10,Rotten Tomatoes,13%,Metacritic,31/100
1460,1460,Inside Deep Throat,64.0,NC-17,89 min,21 Apr 2005,2005,"Documentary, Biography, History","$479,143",6.7,"6,275",Internet Movie Database,6.7/10,Rotten Tomatoes,83%,Metacritic,64/100
1462,1462,The Interpreter,62.0,PG-13,128 min,22 Apr 2005,2005,"Crime, Mystery, Thriller","$72,515,360",6.4,"93,662",Internet Movie Database,6.4/10,Rotten Tomatoes,57%,Metacritic,62/100
1463,1463,Into the Blue,45.0,PG-13,110 min,30 Sep 2005,2005,"Action, Adventure, Crime, Thriller","$18,472,363",5.8,"70,780",Internet Movie Database,5.8/10,Rotten Tomatoes,21%,Metacritic,45/100
1464,1464,The Island,50.0,PG-13,136 min,22 Jul 2005,2005,"Action, Sci-Fi, Thriller","$35,800,000",6.8,"289,211",Internet Movie Database,6.8/10,Rotten Tomatoes,40%,Metacritic,50/100
1465,1465,The Jacket,44.0,R,103 min,04 Mar 2005,2005,"Drama, Fantasy, Mystery, Sci-Fi, Thriller","$6,282,106",7.1,"104,258",Internet Movie Database,7.1/10,Rotten Tomatoes,44%,Metacritic,44/100
1466,1466,Jarhead,58.0,R,125 min,04 Nov 2005,2005,"Action, Adventure, Biography, Drama, History, War, Western","$62,578,105",7.0,"163,174",Internet Movie Database,7.0/10,Rotten Tomatoes,61%,Metacritic,58/100
1467,1467,Junebug,80.0,R,106 min,16 Sep 2005,2005,"Comedy, Drama","$2,416,555",6.9,"21,364",Internet Movie Database,6.9/10,Rotten Tomatoes,87%,Metacritic,80/100
1468,1468,Just Friends,47.0,PG-13,96 min,23 Nov 2005,2005,"Comedy, Romance","$32,596,916",6.2,"98,531",Internet Movie Database,6.2/10,Rotten Tomatoes,42%,Metacritic,47/100
1469,1469,Just Like Heaven,47.0,PG-13,95 min,16 Sep 2005,2005,"Comedy, Drama, Fantasy, Romance","$48,291,624",6.7,"93,932",Internet Movie Database,6.7/10,Rotten Tomatoes,55%,Metacritic,47/100
1470,1470,Kicking & Screaming,45.0,PG,95 min,13 May 2005,2005,"Comedy, Family, Romance, Sport","$52,580,895",5.6,"34,222",Internet Movie Database,5.6/10,Rotten Tomatoes,40%,Metacritic,45/100
1472,1472,King Kong,81.0,PG-13,187 min,14 Dec 2005,2005,"Action, Adventure, Drama, Romance","$218,100,000",7.2,"371,154",Internet Movie Database,7.2/10,Rotten Tomatoes,84%,Metacritic,81/100
1473,1473,King's Ransom,11.0,PG-13,95 min,22 Apr 2005,2005,"Comedy, Crime","$3,998,889",4.2,"3,457",Internet Movie Database,4.2/10,Rotten Tomatoes,2%,Metacritic,11/100
1474,1474,Kingdom of Heaven,63.0,R,144 min,06 May 2005,2005,"Action, Adventure, Drama, History, War","$47,259,055",7.2,"252,406",Internet Movie Database,7.2/10,Rotten Tomatoes,39%,Metacritic,63/100
1475,1475,Kiss Kiss Bang Bang,72.0,R,103 min,18 Nov 2005,2005,"Action, Comedy, Crime, Mystery, Thriller","$4,200,000",7.5,"203,875",Internet Movie Database,7.5/10,Rotten Tomatoes,85%,Metacritic,72/100
1477,1477,Land of the Dead,71.0,R,93 min,24 Jun 2005,2005,"Horror, Sci-Fi, Thriller","$20,433,940",6.2,"87,704",Internet Movie Database,6.2/10,Rotten Tomatoes,74%,Metacritic,71/100
1479,1479,Last Days,67.0,R,97 min,13 May 2005,2005,"Drama, Music","$356,500",5.8,"20,753",Internet Movie Database,5.8/10,Rotten Tomatoes,57%,Metacritic,67/100
1481,1481,The Legend of Zorro,47.0,PG,129 min,28 Oct 2005,2005,"Action, Adventure, Romance, Thriller, Western","$45,356,386",5.9,"87,088",Internet Movie Database,5.9/10,Rotten Tomatoes,26%,Metacritic,47/100
1484,1484,The Longest Yard,48.0,PG-13,113 min,27 May 2005,2005,"Comedy, Crime, Sport","$157,900,000",6.4,"152,239",Internet Movie Database,6.4/10,Rotten Tomatoes,31%,Metacritic,48/100
1485,1485,Lord of War,62.0,R,122 min,16 Sep 2005,2005,"Action, Crime, Drama, Thriller","$24,033,036",7.6,"279,864",Internet Movie Database,7.6/10,Rotten Tomatoes,62%,Metacritic,62/100
1486,1486,Lords of Dogtown,56.0,PG-13,107 min,03 Jun 2005,2005,"Biography, Drama, Sport","$11,008,432",7.1,"49,665",Internet Movie Database,7.1/10,Rotten Tomatoes,55%,Metacritic,56/100
1487,1487,The Lost City,47.0,R,144 min,26 May 2006,2005,"Drama, Romance","$2,434,066",6.6,"8,932",Internet Movie Database,6.6/10,Rotten Tomatoes,25%,Metacritic,47/100
1488,1488,A Lot Like Love,48.0,PG-13,107 min,22 Apr 2005,2005,"Comedy, Drama, Romance","$21,835,784",6.6,"65,154",Internet Movie Database,6.6/10,Rotten Tomatoes,41%,Metacritic,48/100
1489,1489,Mad Hot Ballroom,71.0,PG,105 min,01 Jul 2005,2005,"Documentary, Family, Music","$7,899,271",7.5,"3,259",Internet Movie Database,7.5/10,Rotten Tomatoes,84%,Metacritic,71/100
1490,1490,Madagascar,57.0,PG,86 min,27 May 2005,2005,"Animation, Adventure, Comedy, Family","$193,136,719",6.9,"337,487",Internet Movie Database,6.9/10,Rotten Tomatoes,54%,Metacritic,57/100
1491,1491,The Man,33.0,PG-13,83 min,09 Sep 2005,2005,"Action, Comedy, Crime","$8,300,000.00",5.5,"24,006",Internet Movie Database,5.5/10,Rotten Tomatoes,12%,Metacritic,33/100
1492,1492,Man of the House,35.0,PG-13,100 min,25 Feb 2005,2005,"Comedy, Crime","$19,118,247",5.4,"21,887",Internet Movie Database,5.4/10,Rotten Tomatoes,9%,Metacritic,35/100
1494,1494,The Matador,65.0,R,96 min,27 Jan 2006,2005,"Comedy, Crime, Thriller","$12,449,517",6.7,"42,800",Internet Movie Database,6.7/10,Rotten Tomatoes,75%,Metacritic,65/100
1495,1495,Match Point,72.0,R,124 min,20 Jan 2006,2005,"Drama, Romance, Thriller","$23,100,000",7.6,"193,295",Internet Movie Database,7.6/10,Rotten Tomatoes,76%,Metacritic,72/100
1496,1496,Me and You and Everyone We Know,76.0,R,91 min,05 Aug 2005,2005,"Comedy, Drama","$3,800,000",7.3,"33,486",Internet Movie Database,7.3/10,Rotten Tomatoes,82%,Metacritic,76/100
1497,1497,Memoirs of a Geisha,54.0,PG-13,145 min,23 Dec 2005,2005,"Drama, Romance","$57,000,000",7.4,"132,509",Internet Movie Database,7.4/10,Rotten Tomatoes,35%,Metacritic,54/100
1498,1498,Mirrormask,55.0,PG,101 min,03 Mar 2006,2005,"Adventure, Fantasy","$802,961",6.8,"21,801",Internet Movie Database,6.8/10,Rotten Tomatoes,54%,Metacritic,55/100
1500,1500,Monster-in-Law,31.0,PG-13,101 min,13 May 2005,2005,"Comedy, Romance","$82,820,167",5.5,"52,973",Internet Movie Database,5.5/10,Rotten Tomatoes,17%,Metacritic,31/100
1502,1502,Mr. & Mrs. Smith,55.0,PG-13,120 min,10 Jun 2005,2005,"Action, Comedy, Crime, Thriller","$186,200,000",6.5,"421,513",Internet Movie Database,6.5/10,Rotten Tomatoes,59%,Metacritic,55/100
1504,1504,Munich,74.0,R,164 min,06 Jan 2006,2005,"Biography, Crime, Drama, History, Thriller","$47,379,090",7.5,"200,210",Internet Movie Database,7.5/10,Rotten Tomatoes,78%,Metacritic,74/100
1505,1505,Murderball,87.0,R,88 min,05 Aug 2005,2005,"Documentary, Sport","$1,328,551",7.7,"9,564",Internet Movie Database,7.7/10,Rotten Tomatoes,98%,Metacritic,87/100
1506,1506,Must Love Dogs,46.0,PG-13,98 min,29 Jul 2005,2005,"Comedy, Romance","$43,800,000",5.9,"29,347",Internet Movie Database,5.9/10,Rotten Tomatoes,36%,Metacritic,46/100
1507,1507,Nanny McPhee,59.0,PG,97 min,27 Jan 2006,2005,"Comedy, Family, Fantasy","$47,124,400",6.5,"62,382",Internet Movie Database,6.5/10,Rotten Tomatoes,73%,Metacritic,59/100
1509,1509,The New World,69.0,PG-13,135 min,20 Jan 2006,2005,"Biography, Drama, History, Romance","$12,465,566",6.7,"79,116",Internet Movie Database,6.7/10,Rotten Tomatoes,63%,Metacritic,69/100
1512,1512,Nine Lives,11.0,PG,87 min,05 Aug 2016,2016,"Comedy, Drama, Family, Fantasy","$19,637,449",5.3,"18,848",Internet Movie Database,5.3/10,Rotten Tomatoes,14%,Metacritic,11/100
1514,1514,North Country,68.0,R,126 min,21 Oct 2005,2005,Drama,"$18,324,242",7.3,"37,496",Internet Movie Database,7.3/10,Rotten Tomatoes,69%,Metacritic,68/100
1516,1516,The Pacifier,30.0,PG,95 min,04 Mar 2005,2005,"Action, Comedy, Drama, Family","$113,006,880",5.6,"81,450",Internet Movie Database,5.6/10,Rotten Tomatoes,20%,Metacritic,30/100
1517,1517,The Perfect Man,27.0,PG,100 min,17 Jun 2005,2005,"Comedy, Family, Romance","$16,247,775",5.5,"27,051",Internet Movie Database,5.5/10,Rotten Tomatoes,6%,Metacritic,27/100
1518,1518,Pooh's Heffalump Movie,64.0,G,68 min,11 Feb 2005,2005,"Animation, Comedy, Family, Fantasy, Musical, Mystery","$18,013,938",6.4,"5,747",Internet Movie Database,6.4/10,Rotten Tomatoes,80%,Metacritic,64/100
1520,1520,Pretty Persuasion,45.0,R,104 min,25 May 2006,2005,"Comedy, Drama","$58,570",6.5,"9,463",Internet Movie Database,6.5/10,Rotten Tomatoes,32%,Metacritic,45/100
1521,1521,Prime,58.0,PG-13,105 min,28 Oct 2005,2005,"Comedy, Drama, Romance","$22,728,025",6.2,"38,364",Internet Movie Database,6.2/10,Rotten Tomatoes,50%,Metacritic,58/100
1522,1522,"The Prize Winner of Defiance, Ohio",58.0,PG-13,99 min,01 Jun 2007,2005,"Biography, Drama","$440,994",7.3,"6,717",Internet Movie Database,7.3/10,Rotten Tomatoes,58%,Metacritic,58/100
1524,1524,Proof,64.0,PG-13,100 min,07 Oct 2005,2005,"Drama, Mystery","$7,468,700",6.7,"41,349",Internet Movie Database,6.7/10,Rotten Tomatoes,63%,Metacritic,64/100
1525,1525,The Quiet,29.0,R,96 min,25 Aug 2006,2005,"Crime, Drama, Thriller","$289,969",6.4,"14,560",Internet Movie Database,6.4/10,Rotten Tomatoes,21%,Metacritic,29/100
1526,1526,Racing Stripes,43.0,PG,102 min,14 Jan 2005,2005,"Adventure, Comedy, Drama, Family, Sport","$49,186,871",5.2,"14,866",Internet Movie Database,5.2/10,Rotten Tomatoes,35%,Metacritic,43/100
1527,1527,Rebound,36.0,PG,86 min,01 Jul 2005,2005,"Comedy, Family, Sport","$16,708,656",5.1,"11,841",Internet Movie Database,5.1/10,Rotten Tomatoes,14%,Metacritic,36/100
1528,1528,Red Eye,71.0,PG-13,85 min,19 Aug 2005,2005,"Mystery, Thriller","$57,859,105",6.4,"106,283",Internet Movie Database,6.4/10,Rotten Tomatoes,79%,Metacritic,71/100
1529,1529,Rent,53.0,PG-13,135 min,23 Nov 2005,2005,"Drama, Musical, Romance","$29,077,547",6.9,"46,956",Internet Movie Database,6.9/10,Rotten Tomatoes,46%,Metacritic,53/100
1530,1530,The Ring Two,44.0,PG-13,110 min,18 Mar 2005,2005,"Horror, Mystery","$75,888,270",5.4,"86,866",Internet Movie Database,5.4/10,Rotten Tomatoes,20%,Metacritic,44/100
1531,1531,The Ringer,46.0,PG-13,94 min,23 Dec 2005,2005,"Comedy, Sport","$35,019,634",5.8,"33,897",Internet Movie Database,5.8/10,Rotten Tomatoes,40%,Metacritic,46/100
1532,1532,Rize,74.0,PG-13,86 min,24 Jun 2005,2005,"Documentary, Music","$3,278,611",7.1,"2,993",Internet Movie Database,7.1/10,Rotten Tomatoes,84%,Metacritic,74/100
