,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
3108,Rango,75,PG,107 min,04 Mar 2011,2011,"Animation, Adventure, Comedy, Family, Western","$123,188,232",7.2,"218,311",Internet Movie Database,7.2/10,Rotten Tomatoes,88%,Metacritic,75/100
3109,Real Steel,56,PG-13,127 min,07 Oct 2011,2011,"Action, Drama, Family, Sci-Fi, Sport","$85,463,309",7.1,"285,022",Internet Movie Database,7.1/10,Rotten Tomatoes,60%,Metacritic,56/100
3110,Red Riding Hood,29,PG-13,100 min,11 Mar 2011,2011,"Fantasy, Horror, Mystery, Romance, Thriller","$37,200,000",5.4,"103,128",Internet Movie Database,5.4/10,Rotten Tomatoes,10%,Metacritic,29/100
3111,Red State,50,R,88 min,30 Sep 2011,2011,"Action, Crime, Horror, Thriller","$1,000,000",6.2,"59,675",Internet Movie Database,6.2/10,Rotten Tomatoes,60%,Metacritic,50/100
3112,Restless,47,PG-13,91 min,06 Apr 2011,2011,"Drama, Romance","$163,141",6.8,"16,765",Internet Movie Database,6.8/10,Rotten Tomatoes,37%,Metacritic,47/100
3113,The Reunion,N/A,N/A,90 min,15 Nov 2013,2013,Drama,N/A,6.9,"4,444",Internet Movie Database,6.9/10,Rotten Tomatoes,100%,null,null
3114,Rio,63,G,96 min,15 Apr 2011,2011,"Animation, Adventure, Comedy, Crime, Family, Musical","$143,613,651",6.9,"193,477",Internet Movie Database,6.9/10,Rotten Tomatoes,72%,Metacritic,63/100
3115,Rise of the Planet of the Apes,68,PG-13,105 min,05 Aug 2011,2011,"Action, Drama, Sci-Fi, Thriller","$175,300,000",7.6,"476,250",Internet Movie Database,7.6/10,Rotten Tomatoes,82%,Metacritic,68/100
3116,The Rite,38,PG-13,114 min,28 Jan 2011,2011,"Drama, Horror, Mystery, Thriller","$33,037,754",6.0,"86,371",Internet Movie Database,6.0/10,Rotten Tomatoes,21%,Metacritic,38/100
3117,The Roommate,23,PG-13,91 min,04 Feb 2011,2011,"Drama, Thriller","$37,300,107",4.9,"33,326",Internet Movie Database,4.9/10,Rotten Tomatoes,4%,Metacritic,23/100
3118,The Rum Diary,56,R,119 min,28 Oct 2011,2011,"Comedy, Drama","$13,000,000.00",6.2,"95,372",Internet Movie Database,6.2/10,Rotten Tomatoes,50%,Metacritic,56/100
3119,Sanctum,42,R,108 min,04 Feb 2011,2011,"Adventure, Drama, Thriller","$22,300,000",5.9,"51,499",Internet Movie Database,5.9/10,Rotten Tomatoes,30%,Metacritic,42/100
3120,Scream 4,52,R,111 min,15 Apr 2011,2011,"Horror, Mystery","$38,176,892",6.1,"119,785",Internet Movie Database,6.1/10,Rotten Tomatoes,60%,Metacritic,52/100
3121,Seance: The Summoning,N/A,R,85 min,02 Oct 2012,2011,"Horror, Thriller",N/A,3.5,737,Internet Movie Database,3.5/10,null,null,null,null
3122,Season of the Witch,28,PG-13,95 min,07 Jan 2011,2011,"Action, Adventure, Fantasy","$24,800,000",5.4,"86,406",Internet Movie Database,5.4/10,Rotten Tomatoes,11%,Metacritic,28/100
3123,Seven Days in Utopia,37,G,100 min,02 Sep 2011,2011,"Drama, Sport","$4,367,448",6.0,"2,745",Internet Movie Database,6.0/10,Rotten Tomatoes,15%,Metacritic,37/100
3124,Shark Night 3D,22,PG-13,90 min,02 Sep 2011,2011,"Horror, Thriller","$18,872,522",4.0,"23,456",Internet Movie Database,4.0/10,Rotten Tomatoes,19%,Metacritic,22/100
3125,Sherlock Holmes: A Game of Shadows,48,PG-13,129 min,16 Dec 2011,2011,"Action, Adventure, Crime, Mystery, Thriller","$186,830,669",7.5,"397,712",Internet Movie Database,7.5/10,Rotten Tomatoes,60%,Metacritic,48/100
3126,The Sitter,39,R,81 min,09 Dec 2011,2011,Comedy,"$30,200,000",5.7,"65,907",Internet Movie Database,5.7/10,Rotten Tomatoes,22%,Metacritic,39/100
3127,Skateland,51,PG-13,96 min,13 May 2011,2010,Drama,"$13,612",5.7,"2,068",Internet Movie Database,5.7/10,Rotten Tomatoes,47%,Metacritic,51/100
3128,The Smurfs,30,PG,103 min,29 Jul 2011,2011,"Animation, Adventure, Comedy, Family, Fantasy","$142,614,158",5.4,"78,364",Internet Movie Database,5.4/10,Rotten Tomatoes,22%,Metacritic,30/100
3129,Snow Flower and the Secret Fan,42,PG-13,120 min,24 Jun 2011,2011,"Drama, History","$1,346,503",6.1,"3,442",Internet Movie Database,6.1/10,Rotten Tomatoes,22%,Metacritic,42/100
3130,Something Borrowed,36,PG-13,112 min,06 May 2011,2011,"Comedy, Drama, Romance","$39,000,000",5.9,"54,885",Internet Movie Database,5.9/10,Rotten Tomatoes,15%,Metacritic,36/100
3131,The Son of No One,36,R,90 min,09 Jul 2011,2011,"Action, Crime, Drama, Thriller","$28,870",5.1,"15,851",Internet Movie Database,5.1/10,Rotten Tomatoes,16%,Metacritic,36/100
3132,Soul Surfer,53,PG,112 min,08 Apr 2011,2011,"Biography, Drama, Family, Sport","$43,853,424",7.0,"42,220",Internet Movie Database,7.0/10,Rotten Tomatoes,45%,Metacritic,53/100
3133,Source Code,74,PG-13,93 min,01 Apr 2011,2011,"Action, Drama, Sci-Fi, Thriller","$54,696,902",7.5,"456,279",Internet Movie Database,7.5/10,Rotten Tomatoes,92%,Metacritic,74/100
3134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3135,Straw Dogs,70,R,113 min,30 Jan 1972,1971,"Crime, Drama, Thriller",N/A,7.5,"52,648",Internet Movie Database,7.5/10,Rotten Tomatoes,87%,Metacritic,70/100
3136,Sucker Punch,33,PG-13,110 min,25 Mar 2011,2011,"Action, Adventure, Fantasy","$36,381,716",6.0,"219,898",Internet Movie Database,6.0/10,Rotten Tomatoes,22%,Metacritic,33/100
3137,Super,50,R,96 min,10 Jun 2011,2010,"Action, Comedy, Drama","$200,000",6.7,"71,241",Internet Movie Database,6.7/10,Rotten Tomatoes,49%,Metacritic,50/100
3138,Super 8,72,PG-13,112 min,10 Jun 2011,2011,"Mystery, Sci-Fi, Thriller","$126,975,169",7.0,"322,448",Internet Movie Database,7.0/10,Rotten Tomatoes,81%,Metacritic,72/100
3139,Take Me Home Tonight,42,R,97 min,04 Mar 2011,2011,"Comedy, Drama, Romance","$6,923,891",6.3,"49,017",Internet Movie Database,6.3/10,Rotten Tomatoes,27%,Metacritic,42/100
3140,Take Shelter,85,R,120 min,10 Nov 2011,2011,"Drama, Horror, Thriller","$1,600,000",7.4,"84,187",Internet Movie Database,7.4/10,Rotten Tomatoes,92%,Metacritic,85/100
3141,Texas Killing Fields,49,R,105 min,14 Oct 2011,2011,"Crime, Drama, History, Thriller","$45,282",5.7,"17,580",Internet Movie Database,5.7/10,Rotten Tomatoes,37%,Metacritic,49/100
3142,That's What I Am,53,PG,101 min,29 Apr 2011,2011,"Comedy, Drama, Romance",N/A,7.0,"10,011",Internet Movie Database,7.0/10,Rotten Tomatoes,60%,Metacritic,53/100
3143,The Thing,57,R,109 min,25 Jun 1982,1982,"Horror, Mystery, Sci-Fi",N/A,8.1,"336,190",Internet Movie Database,8.1/10,Rotten Tomatoes,84%,Metacritic,57/100
3144,Thor,57,PG-13,115 min,06 May 2011,2011,"Action, Adventure, Fantasy, Sci-Fi","$181,015,141",7.0,"694,310",Internet Movie Database,7.0/10,Rotten Tomatoes,77%,Metacritic,57/100
3145,The Three Musketeers,35,PG-13,110 min,21 Oct 2011,2011,"Action, Adventure, Romance","$20,356,913",5.7,"99,153",Internet Movie Database,5.7/10,Rotten Tomatoes,26%,Metacritic,35/100
3146,Tower Heist,59,PG-13,104 min,04 Nov 2011,2011,"Action, Comedy, Crime","$78,009,155",6.2,"126,171",Internet Movie Database,6.2/10,Rotten Tomatoes,67%,Metacritic,59/100
3147,Transformers: Dark of the Moon,42,PG-13,154 min,29 Jun 2011,2011,"Action, Adventure, Sci-Fi","$352,358,779",6.2,"368,955",Internet Movie Database,6.2/10,Rotten Tomatoes,35%,Metacritic,42/100
3148,The Tree of Life,85,PG-13,139 min,17 May 2011,2011,"Drama, Fantasy","$13,303,319",6.8,"157,847",Internet Movie Database,6.8/10,Rotten Tomatoes,84%,Metacritic,85/100
3149,Trespass,37,R,91 min,21 Oct 2011,2011,"Crime, Drama, Thriller","$16,816",5.3,"39,700",Internet Movie Database,5.3/10,Rotten Tomatoes,10%,Metacritic,37/100
3150,Unknown,56,PG-13,113 min,18 Feb 2011,2011,"Action, Mystery, Thriller","$63,677,735",6.8,"236,506",Internet Movie Database,6.8/10,Rotten Tomatoes,55%,Metacritic,56/100
3151,A Very Harold & Kumar 3D Christmas,61,R,90 min,04 Nov 2011,2011,"Adventure, Comedy","$34,400,000",6.3,"62,508",Internet Movie Database,6.3/10,Rotten Tomatoes,68%,Metacritic,61/100
3152,Waiting for Forever,26,PG-13,95 min,04 Feb 2011,2010,"Comedy, Drama, Romance","$16,291",6.0,"19,279",Internet Movie Database,6.0/10,Rotten Tomatoes,5%,Metacritic,26/100
3153,Warrior,71,PG-13,140 min,09 Sep 2011,2011,"Drama, Sport","$13,600,000",8.2,"407,482",Internet Movie Database,8.2/10,Rotten Tomatoes,83%,Metacritic,71/100
3154,Water for Elephants,52,PG-13,120 min,22 Apr 2011,2011,"Drama, Romance","$58,700,247",6.9,"106,500",Internet Movie Database,6.9/10,Rotten Tomatoes,60%,Metacritic,52/100
3155,The Way,64,PG-13,123 min,19 Nov 2010,2010,"Adventure, Comedy, Drama","$4,300,000",7.4,"27,942",Internet Movie Database,7.4/10,Rotten Tomatoes,83%,Metacritic,64/100
3156,We Bought a Zoo,58,PG,124 min,23 Dec 2011,2011,"Comedy, Drama, Family","$72,700,000",7.1,"127,960",Internet Movie Database,7.1/10,Rotten Tomatoes,64%,Metacritic,58/100
3157,What's Your Number?,35,R,106 min,30 Sep 2011,2011,"Comedy, Romance","$14,008,193",6.1,"68,595",Internet Movie Database,6.1/10,Rotten Tomatoes,24%,Metacritic,35/100
3158,Win Win,75,R,106 min,15 Apr 2011,2011,"Comedy, Drama, Sport","$10,100,000",7.1,"51,770",Internet Movie Database,7.1/10,Rotten Tomatoes,94%,Metacritic,75/100
3159,Winnie the Pooh,74,G,63 min,15 Jul 2011,2011,"Animation, Adventure, Comedy, Family, Musical","$26,687,172",7.2,"19,870",Internet Movie Database,7.2/10,Rotten Tomatoes,91%,Metacritic,74/100
3160,The Woman,58,R,101 min,18 Aug 2011,2011,Horror,N/A,6.0,"20,334",Internet Movie Database,6.0/10,Rotten Tomatoes,72%,Metacritic,58/100
3161,X-Men: First Class,65,PG-13,131 min,03 Jun 2011,2011,"Action, Adventure, Sci-Fi","$145,300,000",7.7,"617,486",Internet Movie Database,7.7/10,Rotten Tomatoes,86%,Metacritic,65/100
3162,Young Adult,71,R,94 min,16 Dec 2011,2011,"Comedy, Drama","$16,295,033",6.3,"75,149",Internet Movie Database,6.3/10,Rotten Tomatoes,80%,Metacritic,71/100
3163,Your Highness,31,R,102 min,08 Apr 2011,2011,"Comedy, Fantasy","$21,600,000",5.5,"93,631",Internet Movie Database,5.5/10,Rotten Tomatoes,27%,Metacritic,31/100
3164,Zookeeper,30,PG,102 min,08 Jul 2011,2011,"Comedy, Family, Fantasy, Romance","$80,360,866",5.2,"53,257",Internet Movie Database,5.2/10,Rotten Tomatoes,14%,Metacritic,30/100
3165,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3166,2-Headed Shark Attack,N/A,R,88 min,17 Jan 2012,2012,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",N/A,2.5,"6,188",Internet Movie Database,2.5/10,null,null,null,null
3167,21 Jump Street,69,R,109 min,16 Mar 2012,2012,"Action, Comedy, Crime","$134,000,000",7.2,"482,117",Internet Movie Database,7.2/10,Rotten Tomatoes,85%,Metacritic,69/100
3168,28 Hotel Rooms,50,Not Rated,82 min,09 Nov 2012,2012,"Drama, Romance","$16,017",5.8,"2,768",Internet Movie Database,5.8/10,Rotten Tomatoes,47%,Metacritic,50/100
3169,"3, 2, 1... Frankie Go Boom",51,Not Rated,89 min,10 Mar 2012,2012,Comedy,N/A,5.9,"4,583",Internet Movie Database,5.9/10,Rotten Tomatoes,40%,Metacritic,51/100
3170,40 Days and Nights,N/A,TV-PG,86 min,27 Nov 2012,2012,"Action, Adventure, Sci-Fi, Thriller",N/A,2.5,"1,827",Internet Movie Database,2.5/10,null,null,null,null
3171,40 Point Plan,N/A,PG,91 min,20 Jul 2012,2012,Drama,N/A,9.2,32,Internet Movie Database,9.2/10,null,null,null,null
3172,The ABCs of Death,43,Not Rated,129 min,26 Apr 2013,2012,"Comedy, Horror","$17,160",4.7,"17,103",Internet Movie Database,4.7/10,Rotten Tomatoes,37%,Metacritic,43/100
3173,About Cherry,33,R,98 min,09 Aug 2012,2012,Drama,"$2,760",4.8,"9,261",Internet Movie Database,4.8/10,Rotten Tomatoes,14%,Metacritic,33/100
3174,Abraham Lincoln vs. Zombies,N/A,R,96 min,29 May 2012,2012,"Action, Comedy, Horror",N/A,3.1,"3,708",Internet Movie Database,3.1/10,null,null,null,null
3175,Abraham Lincoln: Vampire Hunter,42,R,105 min,22 Jun 2012,2012,"Action, Fantasy, Horror, Western","$37,300,000",5.9,"143,763",Internet Movie Database,5.9/10,Rotten Tomatoes,34%,Metacritic,42/100
3176,Act of Valor,40,R,110 min,24 Feb 2012,2012,"Action, Adventure, Drama, Thriller, War","$65,800,000",6.5,"64,073",Internet Movie Database,6.5/10,Rotten Tomatoes,26%,Metacritic,40/100
3177,After,30,PG-13,105 min,12 Apr 2019,2019,"Drama, Romance",N/A,5.4,"16,663",Internet Movie Database,5.4/10,Rotten Tomatoes,17%,Metacritic,30/100
3178,The Aggression Scale,N/A,R,85 min,10 Mar 2012,2012,"Action, Crime, Thriller",N/A,5.9,"3,019",Internet Movie Database,5.9/10,null,null,null,null
3179,Air Collision,N/A,PG,92 min,27 Mar 2012,2012,"Action, Adventure, Thriller",N/A,2.9,906,Internet Movie Database,2.9/10,null,null,null,null
3180,Alex Cross,30,PG-13,101 min,19 Oct 2012,2012,"Action, Crime, Mystery, Thriller","$25,863,915",5.1,"31,128",Internet Movie Database,5.1/10,Rotten Tomatoes,11%,Metacritic,30/100
3181,Alien Origin,N/A,Not Rated,88 min,12 Jun 2012,2012,"Action, Adventure, Horror, Mystery, Sci-Fi, Thriller",N/A,1.9,"1,435",Internet Movie Database,1.9/10,null,null,null,null
3182,Allegiance,N/A,TV-14,42 min,05 Feb 2015,2015,"Drama, Thriller",null,7.2,"3,860",Internet Movie Database,7.2/10,null,null,null,null
3183,Alter Egos,N/A,R,80 min,20 Nov 2012,2012,Comedy,N/A,5.2,"1,413",Internet Movie Database,5.2/10,null,null,null,null
3184,The Amazing Adventures of the Living Corpse,N/A,R,88 min,14 Jul 2012,2012,"Animation, Action, Fantasy",N/A,3.7,199,Internet Movie Database,3.7/10,null,null,null,null
3185,The Amazing Spider-Man,66,PG-13,136 min,03 Jul 2012,2012,"Action, Sci-Fi","$262,030,663",6.9,"532,606",Internet Movie Database,6.9/10,Rotten Tomatoes,72%,Metacritic,66/100
3186,American Reunion,49,R,113 min,06 Apr 2012,2012,Comedy,"$55,300,000",6.7,"193,629",Internet Movie Database,6.7/10,Rotten Tomatoes,45%,Metacritic,49/100
3187,Any Day Now,60,R,98 min,06 Sep 2013,2012,Drama,"$200,002",7.5,"5,494",Internet Movie Database,7.5/10,Rotten Tomatoes,79%,Metacritic,60/100
3188,Apostle Peter and the Last Supper,N/A,N/A,88 min,N/A,2012,"Drama, History",N/A,6.8,590,Internet Movie Database,6.8/10,null,null,null,null
3189,The Apparition,18,PG-13,82 min,24 Aug 2012,2012,"Horror, Thriller","$4,700,000",4.1,"18,197",Internet Movie Database,4.1/10,Rotten Tomatoes,3%,Metacritic,18/100
3190,Arbitrage,73,R,107 min,14 Sep 2012,2012,"Drama, Thriller","$7,918,283",6.6,"47,333",Internet Movie Database,6.6/10,Rotten Tomatoes,88%,Metacritic,73/100
3191,Arcadia,N/A,Not Rated,91 min,01 Jan 2014,2012,Drama,N/A,6.1,509,Internet Movie Database,6.1/10,Rotten Tomatoes,60%,null,null
3192,Argo,86,R,120 min,12 Oct 2012,2012,"Biography, Drama, Thriller","$136,019,448",7.7,"539,485",Internet Movie Database,7.7/10,Rotten Tomatoes,96%,Metacritic,86/100
3193,Art Machine,N/A,Not Rated,89 min,12 Oct 2012,2012,Comedy,N/A,6.4,106,Internet Movie Database,6.4/10,null,null,null,null
3194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3195,ATM,34,R,90 min,02 Mar 2012,2012,"Horror, Thriller","$2,034",4.7,"21,793",Internet Movie Database,4.7/10,Rotten Tomatoes,8%,Metacritic,34/100
3196,Atom the Amazing Zombie Killer,N/A,NOT RATED,80 min,20 Apr 2012,2012,"Comedy, Horror",N/A,4.6,146,Internet Movie Database,4.6/10,null,null,null,null
3197,The Avengers,69,PG-13,143 min,04 May 2012,2012,"Action, Adventure, Sci-Fi","$623,279,547",8.0,"1,196,405",Internet Movie Database,8.0/10,Rotten Tomatoes,92%,Metacritic,69/100
3198,The Babymakers,30,R,95 min,24 Aug 2012,2012,Comedy,"$5,215",5.0,"8,181",Internet Movie Database,5.0/10,Rotten Tomatoes,8%,Metacritic,30/100
3199,Bachelorette,53,R,87 min,06 Sep 2012,2012,"Comedy, Romance","$400,000",5.3,"43,398",Internet Movie Database,5.3/10,Rotten Tomatoes,56%,Metacritic,53/100
3200,Bad Ass,N/A,R,90 min,13 Apr 2012,2012,"Action, Comedy, Crime, Drama",N/A,5.5,"17,839",Internet Movie Database,5.5/10,Rotten Tomatoes,20%,null,null
3201,Bad Kids Go to Hell,40,R,91 min,07 Dec 2012,2012,"Comedy, Mystery, Thriller",N/A,4.5,"3,392",Internet Movie Database,4.5/10,Rotten Tomatoes,44%,Metacritic,40/100
3202,Barbie in a Mermaid Tale 2,N/A,TV-Y,73 min,06 Mar 2012,2011,"Animation, Family",N/A,5.9,"1,086",Internet Movie Database,5.9/10,null,null,null,null
3203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3204,The Barrens,N/A,R,94 min,15 Mar 2013,2012,Horror,N/A,4.6,"4,050",Internet Movie Database,4.6/10,null,null,null,null
3205,Barricade,N/A,PG-13,82 min,25 Sep 2012,2012,"Horror, Mystery, Thriller",N/A,4.5,"2,696",Internet Movie Database,4.5/10,null,null,null,null
3206,Batman Revealed,N/A,N/A,62 min,01 May 2012,2012,"Action, Crime, Drama",N/A,4.9,70,Internet Movie Database,4.9/10,null,null,null,null
3207,"Batman: The Dark Knight Returns, Part 1",N/A,PG-13,76 min,25 Sep 2012,2012,"Animation, Action, Adventure, Crime, Drama, Horror, Sci-Fi, Thriller",N/A,8.0,"48,040",Internet Movie Database,8.0/10,Rotten Tomatoes,100%,null,null
3208,The Battery,N/A,Not Rated,101 min,04 Jun 2013,2012,"Adventure, Drama, Horror",N/A,6.4,"7,565",Internet Movie Database,6.4/10,null,null,null,null
3209,Battlefield America,31,PG-13,106 min,21 Jun 2012,2012,"Drama, Musical","$169,000",2.7,"1,370",Internet Movie Database,2.7/10,Rotten Tomatoes,8%,Metacritic,31/100
3210,Battleship,41,PG-13,131 min,18 May 2012,2012,"Action, Adventure, Sci-Fi, Thriller","$65,173,160",5.8,"226,695",Internet Movie Database,5.8/10,Rotten Tomatoes,34%,Metacritic,41/100
3211,The Bay,65,R,84 min,21 Nov 2012,2012,"Horror, Sci-Fi, Thriller","$30,474",5.6,"23,623",Internet Movie Database,5.6/10,Rotten Tomatoes,76%,Metacritic,65/100
3212,BearCity 2: The Proposal,44,Unrated,110 min,20 Jul 2012,2012,"Comedy, Drama, Music, Romance",N/A,6.4,476,Internet Movie Database,6.4/10,Metacritic,44/100,null,null
3213,Beasts of the Southern Wild,86,PG-13,93 min,05 Jul 2012,2012,"Adventure, Drama, Fantasy","$12,784,397",7.3,"77,816",Internet Movie Database,7.3/10,Rotten Tomatoes,87%,Metacritic,86/100
3214,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3215,The Beauty Inside,48,Not Rated,127 min,11 Sep 2015,2015,"Drama, Romance","$50,536",7.4,"4,158",Internet Movie Database,7.4/10,Rotten Tomatoes,70%,Metacritic,48/100
3216,Being Flynn,53,R,102 min,19 Apr 2012,2012,Drama,"$526,322",6.4,"15,918",Internet Movie Database,6.4/10,Rotten Tomatoes,51%,Metacritic,53/100
3217,Beauty and the Least: The Misadventures of Ben Banks,N/A,TV-PG,85 min,07 May 2013,2012,"Comedy, Drama, Romance",N/A,4.1,376,Internet Movie Database,4.1/10,null,null,null,null
3218,Bending the Rules,N/A,PG-13,83 min,09 Mar 2012,2012,"Comedy, Crime",N/A,5.0,"2,017",Internet Movie Database,5.0/10,null,null,null,null
3219,Bernie,75,PG-13,104 min,22 Jun 2012,2011,"Biography, Comedy, Crime, Drama","$5,900,000",6.8,"54,167",Internet Movie Database,6.8/10,Rotten Tomatoes,88%,Metacritic,75/100
3220,Best Man Down,36,PG-13,89 min,03 Oct 2013,2012,"Comedy, Drama","$1,842",6.4,"8,845",Internet Movie Database,6.4/10,Rotten Tomatoes,31%,Metacritic,36/100
3221,Beverly Hills Chihuahua 3: Viva La Fiesta!,N/A,G,89 min,18 Sep 2012,2012,"Adventure, Comedy, Family",N/A,4.4,"1,432",Internet Movie Database,4.4/10,null,null,null,null
3222,Beyond,N/A,TV-14,43 min,02 Jan 2017,2016–2018,"Drama, Fantasy, Mystery",null,7.0,"6,342",Internet Movie Database,7.0/10,null,null,null,null
3223,Big Miracle,61,PG,107 min,03 Feb 2012,2012,"Biography, Drama, Family, Romance","$20,113,965",6.5,"17,776",Internet Movie Database,6.5/10,Rotten Tomatoes,75%,Metacritic,61/100
3224,Big Top Scooby-Doo!,N/A,Not Rated,80 min,09 Oct 2012,2012,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",N/A,6.9,"1,120",Internet Movie Database,6.9/10,null,null,null,null
3225,My Name Is Bill W.,N/A,Not Rated,100 min,30 Apr 1989,1989,Drama,N/A,7.3,959,Internet Movie Database,7.3/10,null,null,null,null
3226,Bindlestiffs,N/A,R,80 min,01 Jan 2012,2012,Comedy,N/A,4.5,546,Internet Movie Database,4.5/10,null,null,null,null
3227,Black Rock,46,R,83 min,17 May 2013,2012,"Horror, Thriller",N/A,4.7,"7,674",Internet Movie Database,4.7/10,Rotten Tomatoes,51%,Metacritic,46/100
